Book_Name,Author,Rating,Number_of_Reviews,Price,Description,Listening_Time,Audible_Rank,Main_Genre,Genre_List
"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to a Better Body, Better Health, and Bigger Success",Shawn Stevenson,4.6,768.0,668.0,"When it comes to health, there is one criminally overlooked element: sleep. Good sleep helps you shed fat for good, stave off disease, stay productive, and improve virtually every function of your mind and body. That's what Shawn Stevenson learned when a degenerative bone disease crushed his dream of becoming a professional athlete. Like many of us, he gave up on his health and his body...until he decided there must be a better way. Through better sleep and optimized nutrition, Stevenson not only healed his body but also achieved fitness and business goals he never thought possible. ",0 days 06:36:00,483.0,Sleep Disorders,"['Sleep Disorders', 'Healthy Living & Wellness', 'Textbooks & Study Guides']"
Slow Sex: The Art and Craft of the Female Orgasm,Nicole Daedone,4.3,162.0,500.0,"The truth: Most women do not have satisfying sex lives. Slow Sex can change that. Better sex is about one thing: better orgasm. This life-altering guide teaches men and women how to use the practice of Orgasmic Meditation - or OM - to slow down, connect emotionally, and achieve authentic female sexual satisfaction. ",0 days 07:44:00,2296.0,Sex Instruction,"['Sex Instruction', 'Personal Development', 'Family & Relationships']"
Small Is Beautiful: A Study of Economics as If People Mattered,E. F. Schumacher,4.6,170.0,752.0,Random House presents the audiobook edition of Small Is Beautiful by E. F. Schumacher. ,0 days 10:16:00,-1.0,Free Enterprise,"['Free Enterprise', 'Macroeconomics', 'Theory & Philosophy']"
Smarter Faster Better: The Secrets of Being Productive,Charles Duhigg,4.5,716.0,752.0,"In the international best seller The Power of Habit, Pulitzer Prize-winning journalist Charles Duhigg explained why we do what we do. In Smarter Faster Better, he applies the same relentless curiosity, rigorous reporting and rich storytelling to explain how we can get better at the things we do. The result is a groundbreaking exploration of the science of productivity. ",0 days 10:22:00,1843.0,Time Management,"['Time Management', 'Creativity', 'Business Decision Making & Problem Solving']"
So Long and Thanks for All the Fish,Douglas Adams,4.7,230.0,323.0,"There is a knack to flying. The knack lies in learning how to throw yourself at the ground and miss. It’s not an easy thing to do and Arthur Dent thinks he’s the only human who’s been able to master this nifty little trick - until he meets Fenchurch, the girl of his dreams. Fenchurch knows how the world could be made a good and happy place. Unfortunately she’s forgotten. Convinced that the secret lies within God’s Final Message to His Creation they go in search of it. And in a dramatic break with tradition - actually find it....",0 days 04:39:00,3114.0,"Science Fiction Movie, TV & Video Game Tie-Ins","['Science Fiction Movie, TV & Video Game Tie-Ins', 'Movie, TV & Video Game Tie-In Fiction', 'Humorous Fiction']"
"So Long, Lollipops: The Free Until The End of the World Novella",Sarah Lyons Fleming,4.8,174.0,0.0,**WARNING** ,0 days 03:12:00,100.0,Horror Fiction,"['Horror Fiction', 'Post-Apocalyptic Science Fiction']"
Sochiye Aur Ameer Baniye [Think and Be Rich],Napoleon Hill,4.5,2.0,836.0,"This is a Hindi translation of famous best-selling classic Think and Grow Rich. Napoleon Hill in this book defines the process by which listeners can achieve not just economic success but success in all aspects of life. He asserts that it is our mind and thoughts that shape our actions and that leads to success or failure in any venture and the author reveals the secret to its reader through this book of how we can give real shape to our dreams and aspiration through right thought, right action and right inspiration. Get a copy of this audiobook and embark on an enriching experience that will inspire and motivate you to work hard and achieve your goals.",0 days 11:10:00,74.0,Personal Success,"['Personal Success', 'Personal Development & Self-Help']"
Social Media Marketing Workbook 2020,Jason McDonald PhD,4.5,233.0,836.0,Learn social media marketing in plain English - step by step!,0 days 14:00:00,2067.0,Social Media,"['Social Media', 'Marketing', 'Internet & Social Media']"
Soft Skills: The Software Developer's Life Manual,John Sonmez,4.3,180.0,836.0,"For most software developers, coding is the fun part. The hard bits are dealing with clients, peers, and managers and staying productive, achieving financial security, keeping yourself in shape, and finding true love. This book is here to help. ",0 days 13:19:00,2861.0,Programming,"['Programming', 'Software Development & Engineering', 'Time Management']"
Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,4.5,476.0,323.0,"Solve for Happy is a startlingly original book about creating and maintaining happiness, written by a top Google executive with an engineer's training and fondness for thoroughly analyzing a problem. ",0 days 11:12:00,3860.0,Logic & Language Philosophy,"['Logic & Language Philosophy', 'Grief & Loss', 'Psychology']"
Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,4.5,734.0,351.0,"One day 14-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond her home. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl.",0 days 02:58:00,1250.0,Contemporary Fiction,"['Contemporary Fiction', 'Literary Fiction', 'Literature & Fiction']"
Spark Joy,Marie Kondo,4.7,2943.0,615.0,"Random House presents the unabridged downloadable audiobook edition of Spark Joy by Marie Kondo, read by Sumalee Montano. ",0 days 05:31:00,3548.0,Cleaning & Organising,"['Cleaning & Organising', 'Stress Management', 'Home & House Maintenance']"
Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,4.6,942.0,703.0,"Did you know you can beat stress, lift your mood, fight memory loss, sharpen your intellect, and function better than ever simply by elevating your heart rate and breaking a sweat? The evidence is incontrovertible: Aerobic exercise physically remodels our brains for peak performance.",0 days 09:27:00,3806.0,Exercise & Fitness,"['Exercise & Fitness', 'Mental Health', 'Psychology']"
Speak Business English Like an American: Learn the Idioms & Expressions You Need to Succeed on the Job!,Amy Gillett,4.5,76.0,305.0,"Be more effective on the job! Communicate like a native speaker of English! American English speakers use many phrases and expressions on the job. If you don’t know these expressions, you’re left out of the conversation. You’re out of it...and nothing makes you feel so much like a foreigner. Speak Business English Like an American will help you speak Business English like an American - quickly and confidently. You’ll hear the idioms & expressions used in everyday speech in American workplaces. ",0 days 00:47:00,4694.0,Business Writing,"['Business Writing', 'English Language Learning', 'Language Learning & Teaching']"
Sprint: How to solve big problems and test new ideas in just five days,Jake Knapp,4.6,959.0,683.0,Entrepreneurs and leaders face big questions every day. How should you be focusing your efforts? What will your idea look like in real life? How do you start? How many meetings and discussions does it take before you can be sure you've got the right solution? Now there's a surefire way to answer these important questions: the sprint. ,0 days 06:09:00,984.0,Organisational Behaviour,"['Organisational Behaviour', 'Business Development', 'Entrepreneurship']"
Starry River of the Sky,Grace Lin,4.9,169.0,500.0,"The moon is missing from the remote Village of Clear Sky, but only a young boy named Rendi seems to notice! Rendi has run away from home and is now working as a chore boy at the village inn. He can't help but notice the village's peculiar inhabitants and their problems-where has the innkeeper's son gone? Why are Master Chao and Widow Yan always arguing? What is the crying sound Rendi keeps hearing? And how can crazy, old Mr. Shan not know if his pet is a toad or a rabbit? ",0 days 05:25:00,4275.0,Fairy Tale Adaptations for Children,"['Fairy Tale Adaptations for Children', 'Historical Action & Adventure for Children', 'Historical Fiction for Children']"
Start Where You Are: A Guide to Compassionate Living,Pema Chödrön,4.7,373.0,754.0,"Start Where You Are is an indispensable handbook for cultivating fearlessness and awakening a compassionate heart. With insight and humor, Pema Chödrön presents down-to-earth guidance on how we can ""start where we are"" - embracing rather than denying the painful aspects of our lives. Pema Chödrön frames her teachings on compassion around 59 traditional Tibetan Buddhist maxims, or slogans, such as: ""Always apply only a joyful state of mind,"" ""Don't seek others' pain as the limbs of your own happiness,"" and ""Always meditate on whatever provokes resentment."" ",0 days 06:19:00,4372.0,Tibetan Buddhism,"['Tibetan Buddhism', 'Eastern Philosophy', 'Meditation']"
Start with Why: How Great Leaders Inspire Everyone to Take Action (Int'l Edit.),Simon Sinek,4.5,3823.0,820.0,"Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their successes over and over? ",0 days 07:12:00,53.0,Leadership,"['Leadership', 'Business Motivation & Self-Improvement', 'Entrepreneurship']"
Start-Up Nation: The Story of Israel's Economic Miracle,Dan Senor,4.5,623.0,844.0,"With the savvy of foreign policy insiders, Senor and Singer examine the lessons of the country's adversity-driven culture, which flattens hierarchy and elevates informality - all backed up by government policies focused on innovation. In a world where economies as diverse as Ireland, Singapore, and Dubai have tried to re-create the ""Israel effect"", there are entrepreneurial lessons well worth noting. As America reboots its own economy and can-do spirit, there's never been a better time to look at this remarkable and resilient nation for some impressive, surprising clues.",0 days 08:24:00,2152.0,Business Ethics,"['Business Ethics', 'Israel & Palestine History', 'Economic Conditions']"
Startup CEO: A Field Guide to Scaling Up Your Business,Matt Blumberg,4.3,50.0,836.0,A definitive book for any CEO - first time or otherwise - of a high-growth company. ,0 days 12:48:00,3842.0,New Business Enterprises,"['New Business Enterprises', 'Leadership', 'Business Management']"
Stay Hungry Stay Foolish,Rashmi Bansal,4.1,654.0,836.0,Rashesh Shah did it. Sanjeev Bikhchnadani did it. Shantanu Prakash did it. ,0 days 12:20:00,2138.0,Indian Literature,"['Indian Literature', 'Biographies of Business Leaders', 'Entrepreneurship']"
"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,4.4,501.0,11862.0,"The authors of the best-selling Bold and The Rise of Superman explore altered states of consciousness and how they can ignite passion, fuel creativity, and accelerate problem solving, in this groundbreaking book in the vein of Daniel Pink's Drive and Charles Duhigg's Smarter Faster Better. ",0 days 08:24:00,1470.0,Pharmacology,"['Pharmacology', 'Creativity & Genius', 'Technology & Society']"
